,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,year
43372,4.0,Debris Burning,35.30493333,-76.86885,NC,Mar,0,2014
43381,2.0,Arson,34.32783333,-94.94183331,OK,Jan,0,2009
43382,26.0,Utilities,41.27944444,-79.83388889,PA,Apr,0,2003
43384,3.0,Arson,32.95007894,-89.69620713,MS,Oct,0,1998
43387,94.0,Lightning,44.9269,-106.187797,WY,Jul,57,2012
43392,60.0,Arson,45.849540000000005,-122.25711,WA,Oct,80,2009
43399,364.0,Debris Burning,28.58333333,-80.9,FL,Aug,1,1993
43401,1.0,Arson,31.253402,-88.116784,AL,Jun,0,2006
43402,10.0,Debris Burning,36.93425,-87.4618,KY,Apr,0,2009
43404,10.0,Arson,35.47666667,-78.37333333,NC,Apr,0,2012
43405,1.0,Debris Burning,31.17970389,-89.45916478,MS,Mar,0,1994
43407,1.0,Arson,31.27212565,-89.73641515,MS,Nov,0,1994
43415,3.5,Utilities,37.365784000000005,-121.167031,CA,Jul,0,2010
43418,0.75,Debris Burning,31.4475,-84.7171,GA,Nov,0,2001
43425,5.5,Utilities,48.6567,-119.2999,WA,Sep,9,2015
43428,1.5,Accidental,34.5457382,-86.58841140000001,AL,May,0,2011
43431,2.0,Debris Burning,46.40456,-120.36127,WA,Mar,0,2014
43436,25.0,Arson,33.378849,-80.152588,SC,Feb,0,2011
43442,31.25,Arson,32.3216,-84.3999,GA,Mar,0,1995
43447,55.0,Lightning,34.066753000000006,-103.298778,NM,Jun,0,2009
43452,1.0,Debris Burning,30.9019,-86.8091,FL,Jan,0,2011
43456,753.0,Arson,37.0,-83.71666667,KY,Nov,10,1999
43462,400.0,Lightning,47.173,-95.877,MN,May,1,2007
43465,40.0,Arson,39.38,-95.9,KS,Mar,0,2015
43467,1.04,Accidental,33.36663889,-82.07461111,GA,May,0,2013
43469,1.1,Utilities,45.2242,-91.57784,WI,Mar,0,2012
43470,4.9,Lightning,40.01083333,-120.37583329999998,CA,Jul,2,2014
43471,8.0,Arson,31.268176,-88.08255600000001,AL,Jan,0,2003
43473,1.0,Debris Burning,44.1064,-99.3878,SD,Jun,0,2006
43476,1.0,Accidental,37.02175,-88.5442,KY,Nov,0,2011
43479,1.0,Arson,32.614838,-81.179298,SC,Mar,0,2011
43487,1.5,Utilities,35.198767,-87.288983,TN,Jun,0,2011
43490,2.0,Arson,26.6835,-81.6619,FL,Mar,0,2011
43494,2.13,Debris Burning,43.0673293,-78.40215414,NY,Apr,0,2003
43498,107.0,Lightning,44.3894,-104.7311,WY,Aug,0,2001
43500,5.0,Accidental,45.6611,-100.5346,SD,Mar,0,1999
43501,8.0,Utilities,34.185,-112.1188,AZ,Jun,0,2001
43502,8.9,Accidental,32.40719064,-82.92359672,GA,Jun,0,2011
43504,18.42,Debris Burning,31.94643072,-84.08415394,GA,Jan,0,2011
43505,58.0,Debris Burning,31.82332736,-89.03637175,MS,Feb,0,2015
43513,2.0,Debris Burning,30.5492,-83.1893,FL,Jan,0,2013
43515,30.0,Debris Burning,35.745,-82.93861111,NC,Feb,0,2002
43517,5.0,Arson,34.71485,-79.23346666,NC,Sep,1,2010
43524,1.0,Debris Burning,35.138667,-84.3235,TN,Feb,0,2011
43526,4.0,Accidental,33.60542738,-88.58090816,MS,Mar,0,2014
43527,3.0,Arson,31.59240314,-89.11510618,MS,Mar,0,1997
43539,12.0,Lightning,34.38055556,-93.815,AR,Aug,0,2011
43540,15.0,Arson,31.38049515,-89.55940428,MS,May,0,1998
43553,2.3,Lightning,44.57866,-117.5899,OR,Aug,1,2008
43557,70.0,Accidental,48.8194,-99.8588,ND,Apr,1,2000
43563,3700.0,Lightning,41.55,-102.4333333,NE,Aug,0,1998
43567,3.0,Debris Burning,43.12652,-89.78279,WI,Mar,0,2012
43568,100.0,Debris Burning,41.8999,-120.0344,CA,Oct,1,1996
43578,5.0,Arson,34.334408,-87.908198,AL,Jan,0,2005
43582,5.0,Arson,31.085,-94.35166667,TX,Nov,0,1995
43585,5.0,Debris Burning,34.61983333,-79.11316666,NC,Oct,0,2014
43587,2.5,Arson,26.0948,-97.8561,TX,Oct,0,1995
43588,3.0,Arson,33.3192,-110.4518,AZ,Feb,0,2002
43591,1.7,Lightning,43.3186,-106.8448,WY,Jul,1,2002
43593,1.1,Debris Burning,42.16274581,-75.68079535,NY,May,0,2008
43594,7.0,Debris Burning,34.583675,-87.185099,AL,Oct,0,2003
43596,1.5,Lightning,35.42166667,-111.5116667,AZ,Aug,0,2004
43597,205.0,Arson,35.7411,-94.5525,OK,Dec,0,2012
43607,1.0,Debris Burning,31.553918,-94.13947266,TX,Oct,0,2010
43609,13.0,Utilities,37.54896,-83.56,KY,Mar,0,2007
43610,2.0,Arson,35.12541666,-80.66273333,NC,Feb,0,2010
43615,21.0,Debris Burning,44.0166,-107.9006,WY,Jul,0,1998
43636,12.0,Arson,31.41388957,-89.87634518,MS,Mar,0,1992
43638,15.9,Lightning,30.61133333,-82.48511111,GA,Jun,0,2015
43644,1.0,Arson,33.08494223,-88.77734126,MS,Mar,0,1992
43645,1.2,Debris Burning,47.26333333,-93.86833333,MN,May,0,1996
43648,1.0,Lightning,46.09666667,-114.93666670000002,ID,Aug,68,2007
43656,32.0,Lightning,67.9497,-163.0806,AK,Jul,1,2012
43660,1.0,Arson,35.8317,-94.8981,OK,Dec,0,2008
43665,56.15,Arson,33.13791667,-81.8175,GA,Mar,0,2014
43676,18.5,Utilities,43.8746,-89.72123,WI,Apr,0,2009
43680,19.0,Lightning,31.87338333,-96.36251667,TX,Aug,0,2014
43682,25.0,Arson,30.39081495,-88.44838588,MS,Mar,0,1994
43685,200.0,Lightning,26.1695,-81.615,FL,Jun,0,2012
43688,68.0,Debris Burning,32.57284,-86.030792,AL,Mar,0,2007
43690,25.0,Debris Burning,37.2192688,-82.7822113,KY,Nov,1,2013
43693,88.0,Lightning,37.3933,-112.0497,UT,Jul,13,2006
43695,155.0,Utilities,33.7,-96.1,TX,Aug,3,1999
43696,1.5,Arson,33.8667,-94.6375,OK,Nov,0,2005
43698,3.0,Utilities,38.33747949,-82.18437115,WV,Feb,0,2002
43702,5.0,Debris Burning,34.61964671,-88.57101321,MS,May,0,1992
43708,9.0,Debris Burning,30.538683,-87.59005400000001,AL,Jan,0,2009
43710,1.0,Utilities,33.488628000000006,-81.668137,SC,Jun,1,2011
43716,1.0,Debris Burning,33.274805,-88.12513,AL,Mar,0,2006
43717,80.0,Debris Burning,41.15823746,-96.94215393,NE,Apr,0,2011
43719,3.0,Debris Burning,31.77058999,-89.26353001,MS,Oct,0,2012
43721,85.0,Lightning,33.36333333,-109.10666670000002,AZ,Jun,13,1996
43727,70.0,Lightning,42.7693,-123.5042,OR,Jul,0,2013
43733,12.0,Debris Burning,32.688793,-80.147499,SC,Feb,0,2011
43734,2.7,Accidental,48.4833,-108.734,MT,Sep,0,1999
43739,2.5,Lightning,40.28777778,-105.3191667,CO,Jul,1,2003
43755,10.0,Arson,25.4057,-80.5176,FL,May,0,2014
43757,3.0,Accidental,34.237928499999995,-88.38811928,MS,Jul,0,2014
43760,3.7,Debris Burning,33.89095611,-82.94374696,GA,Jan,0,2012
43763,321.0,Lightning,30.76238333,-95.80558333,TX,May,0,2011
43770,31.22,Arson,30.7961,-84.8115,GA,Mar,0,2002
43772,27.0,Debris Burning,35.801667,-84.835,TN,Aug,2,2011
43781,5.0,Accidental,58.20833333,-134.7466667,AK,May,0,1996
43785,1.0,Arson,37.013478000000006,-119.403176,CA,Jul,0,2015
43795,1.0,Debris Burning,34.92561666,-77.31005,NC,Nov,0,2014
43799,3.0,Utilities,44.0736,-99.6059,SD,Jul,0,1996
43800,0.8,Lightning,36.7,-106.619167,NM,Jun,0,2012
43806,8.5,Arson,35.06805556,-84.5975,TN,Mar,0,2009
43814,0.9,Accidental,43.15319941,-77.72839817,NY,May,0,2004
43821,80.0,Utilities,29.220667,-98.5958,TX,Aug,0,2011
43830,1.18,Utilities,31.7901,-84.0961,GA,May,0,1994
43832,2.5,Debris Burning,28.2835,-82.3083,FL,May,3,2012
43836,2.0,Debris Burning,35.48472,-83.25681,NC,Apr,0,2010
43838,0.8,Arson,31.35333333,-95.27,TX,Mar,1,2006
43842,20.0,Debris Burning,30.0176,-83.5283,FL,Jan,1,2013
43844,62.0,Arson,31.909695000000003,-87.10418299999999,AL,Dec,0,2006
43856,2.38,Debris Burning,31.1724,-82.0377,GA,Feb,0,2001
43860,1.09,Debris Burning,32.24577778,-82.50299999999999,GA,Jan,0,2014
43877,600.0,Lightning,41.3333,-110.9674,WY,Aug,1,1994
43883,10.0,Debris Burning,26.49138889,-98.73944444,TX,Aug,2,2004
43891,32.0,Lightning,32.5083,-103.7511,NM,Aug,7,2011
43895,1.0,Arson,34.87440615,-88.50005478,MS,Apr,0,1993
43896,6.4,Utilities,32.4757,-83.8532,GA,Oct,0,1992
43898,2.0,Accidental,37.1736,-108.6979,CO,Jun,0,1993
43899,3.5,Utilities,47.56333333,-115.925,ID,Jun,1,1995
43903,3.0,Arson,34.5596667,-95.41266667,OK,Mar,0,2003
43907,1.22,Debris Burning,44.63418033,-73.44833193,NY,Apr,0,2006
43911,32.9,Lightning,30.95313372,-95.25584296,TX,Jul,0,2011
43913,3.0,Debris Burning,34.17121225,-84.97112511,GA,Aug,0,2002
43915,2.0,Debris Burning,35.78266667,-79.70456667,NC,Nov,0,2012
43928,7.0,Debris Burning,32.21974518,-82.37230692,GA,Aug,0,2011
43930,5.5,Utilities,39.4732,-75.1608,NJ,Oct,0,2013
43932,12.94,Lightning,32.54258871,-83.78456427,GA,Aug,0,2002
43936,40.0,Arson,33.9102161,-89.94629203,MS,Mar,0,1994
43938,2.0,Utilities,48.4109,-105.0575,MT,Sep,0,2001
43940,6.0,Lightning,44.51482,-104.2821,WY,Jul,1,2012
43947,0.8,Debris Burning,35.614000000000004,-79.34398333,NC,Apr,0,2010
43956,1.38,Debris Burning,31.03081105,-83.25465488,GA,Feb,0,2011
43963,12.0,Arson,31.136785,-88.133717,AL,Feb,1,2007
43964,10.0,Arson,34.54443456,-88.53249006,MS,Apr,0,1995
43966,6.0,Debris Burning,33.983334,-79.099998,SC,Apr,0,2015
43971,0.6,Debris Burning,39.07722594,-80.24466519,WV,Mar,0,1999
43984,1.0,Lightning,36.92602,-107.67369,NM,May,0,1999
43986,10.0,Utilities,30.94527302,-88.60469498,MS,May,0,1998
43987,5.0,Arson,33.56010091,-88.38066234,MS,May,0,1992
43993,5.0,Lightning,46.2,-112.23333329999998,MT,Aug,2,1996
43994,3.0,Lightning,37.22413,-112.88256,UT,Aug,2,2000
43996,1.5,Arson,35.1716667,-87.8,TN,Dec,0,2005
43998,0.75,Utilities,47.003066,-122.749134,WA,Aug,51,2009
44000,164.7,Lightning,42.0097,-115.2533,ID,Sep,1,2006
44004,75.0,Debris Burning,34.70833333,-89.30166667,MS,Mar,0,2004
44006,7.0,Arson,30.39379695,-88.64646669,MS,Apr,0,1993
44009,2.0,Debris Burning,33.199516,-80.558571,SC,Apr,0,2014
44010,15.0,Debris Burning,34.62060763,-90.10737859,MS,Apr,0,1996
44014,13.73,Debris Burning,34.9444,-85.3249,GA,Feb,0,2000
44019,3.1,Debris Burning,33.27663333,-81.87088611,GA,Jan,0,2013
44021,1.0,Debris Burning,34.29825,-92.27187,AR,Sep,0,2015
44030,60.0,Debris Burning,35.534383,-84.93921999999999,TN,Apr,1,2007
44031,2.0,Lightning,47.63388889,-113.3686111,MT,Aug,0,1999
44033,2.0,Debris Burning,34.38510003,-89.84306282,MS,Feb,0,1995
44034,1.0,Lightning,32.69305556,-116.4627778,CA,Aug,0,2015
44036,2.0,Accidental,34.672356,-82.317245,SC,Mar,1,2012
44038,1.0,Arson,31.94520921,-89.40052522,MS,Aug,0,1995
44043,8.0,Utilities,45.6972,-107.5145,MT,Mar,0,1999
44050,1.0,Debris Burning,48.1067,-105.3886,MT,Mar,0,1999
44054,1.0,Debris Burning,30.73662195,-88.4859988,MS,Mar,0,1993
44056,3.02,Debris Burning,30.98915556,-83.74658333,GA,Feb,0,2014
44066,15.1,Accidental,31.46416667,-110.3797222,AZ,Mar,3,2009
44074,108.0,Debris Burning,31.49707797,-89.66621656,MS,Oct,0,2015
44075,20.0,Arson,48.8917,-99.9867,ND,Apr,0,2007
44077,2.0,Accidental,37.04931,-88.0412,KY,Oct,0,2010
44080,0.65,Arson,30.8295,-81.9993,GA,Apr,0,1995
44084,1.5,Debris Burning,47.64695191,-95.66760537,MN,May,0,2013
44086,14000.0,Lightning,65.8328,-155.6526,AK,Jun,19,1994
44090,2.0,Arson,31.8065,-81.6129,GA,Jul,0,1996
44094,5.0,Debris Burning,31.33407736,-89.71164765,MS,Oct,0,1995
44114,0.95,Arson,32.9385,-83.791,GA,Mar,0,1994
44126,35.0,Arson,34.6786,-94.8553,OK,Dec,0,2008
44128,25.0,Arson,36.44605,-83.118433,TN,Mar,0,2014
44131,3.0,Utilities,33.6134,-104.0322,NM,Mar,0,1998
44135,1.5,Lightning,34.1359,-109.7007,AZ,Jul,0,2002
44142,51.0,Arson,32.07785,-85.765536,AL,Apr,0,2004
44144,1.0,Debris Burning,31.8578,-81.4514,GA,Jun,0,2002
44148,1.0,Utilities,36.382972,-118.870042,CA,Jun,0,2007
44149,2.0,Accidental,34.050432,-88.18862800000001,AL,Jan,0,2008
44150,5.24,Debris Burning,34.1045,-85.1074,GA,Nov,0,2001
44158,4.0,Utilities,38.975981,-122.603269,CA,Aug,0,1999
44165,1.0,Lightning,35.392,-108.6112,NM,Jun,1,2006
44166,4.3,Arson,33.3856,-110.4361,AZ,Apr,0,2006
44167,2.0,Debris Burning,40.272767,-120.48905,CA,Jun,0,2014
44168,2.0,Lightning,48.0792,-119.9497,WA,Jun,0,2013
44183,35.0,Arson,34.5407,-94.8377,OK,Oct,0,2005
44187,20.0,Lightning,41.74166667,-121.34166670000002,CA,Aug,1,1992
44190,5.0,Utilities,40.7666,-118.001,NV,Aug,0,1999
44191,3.0,Accidental,44.0514,-99.4206,SD,Apr,0,2015
44193,3.0,Debris Burning,31.283838,-86.828304,AL,Jan,0,2004
44194,3.8,Debris Burning,41.002,-78.4123,PA,May,0,2015
44196,1.0,Accidental,41.13235348,-73.94035861,NY,May,1,2001
44198,7.0,Lightning,40.7425,-108.7084,CO,Aug,1,2003
44199,1.0,Debris Burning,32.96560603,-90.17228173,MS,Mar,0,1998
44201,4.0,Accidental,46.7992,-88.4305,MI,Apr,0,2011
44202,8.0,Lightning,30.7514,-85.7398,FL,Jun,0,2011
44206,2.68,Accidental,30.87146667,-84.10623056,GA,Nov,0,2014
44208,150.0,Arson,37.03444444,-83.46805556,KY,Sep,11,1999
44209,10.0,Lightning,42.9624,-114.5862,ID,Sep,1,2004
44210,5.0,Arson,30.9717297,-89.33815685,MS,Mar,0,1994
44211,1429.0,Utilities,43.82897,-116.47561,ID,Jul,1,2012
44212,793.0,Lightning,39.2447,-108.4834,CO,Aug,5,2003
44215,9.0,Debris Burning,34.29090374,-84.85201572,GA,May,0,2011
44219,2.0,Lightning,30.78071667,-94.69246667,TX,Jun,0,2009
44221,26200.0,Lightning,65.5662,-151.8859,AK,Jun,49,1993
44222,35.0,Lightning,44.74305556,-105.1238889,WY,Jul,1,2002
44229,60.0,Debris Burning,36.32155,-90.97174,AR,Mar,0,2011
44235,1.0,Lightning,29.2816,-82.6322,FL,Jun,0,2011
44237,2.0,Lightning,41.285,-109.3001,WY,Jul,0,2002
44258,6.0,Debris Burning,34.133707,-86.00753399999999,AL,Apr,0,2006
44264,5.0,Debris Burning,34.605,-94.7,OK,Mar,0,1995
44268,18.8,Debris Burning,31.722148,-86.52356400000001,AL,Mar,0,2007
44269,5.0,Lightning,26.3637,-81.7581,FL,Aug,0,2014
44276,60.0,Lightning,36.4822,-108.0337,NM,Jul,0,2000
44279,6.0,Debris Burning,34.7612,-98.5017,OK,May,0,2003
44282,1.0,Arson,25.6405,-80.4971,FL,Mar,0,2015
44285,383.0,Lightning,35.70444444,-118.5883333,CA,Aug,1,2013
44286,2.0,Lightning,38.0272,-113.6164,UT,Jul,0,1999
44287,1.0,Debris Burning,32.0276,-111.7468,AZ,Jan,0,2008
44292,3.0,Accidental,35.129117,-86.42178299999999,TN,Jun,0,2012
44293,2.03,Debris Burning,32.03237778,-84.72070278,GA,Apr,0,2013
44294,2.0,Arson,33.589001,-79.68061800000001,SC,Mar,0,2013
44298,0.88,Arson,42.72436869,-73.9566746,NY,Nov,0,2001
44300,1.5,Arson,34.0920894,-84.87764397,GA,Jun,0,2011
44304,2.08,Accidental,34.8586,-85.0738,GA,Nov,0,2001
44312,5.0,Arson,32.7705849,-89.45155315,MS,Sep,0,1995
44321,2.58,Arson,42.693000000000005,-73.5704,NY,Apr,0,2012
44323,10.0,Debris Burning,40.2047,-110.2293,UT,Mar,0,1992
44339,3.0,Utilities,26.828000000000003,-81.5634,FL,Mar,0,2014
44340,18.0,Arson,34.98228,-95.43302,OK,Mar,0,2013
44343,1794.0,Lightning,47.71861111,-113.51666670000002,MT,Aug,0,2001
44345,2.0,Lightning,37.3,-114.5008,NV,Jul,2,1996
44348,4.0,Debris Burning,33.247632,-86.284562,AL,Mar,0,2003
44353,5.2,Accidental,36.05,-109.134,AZ,Sep,0,1996
44361,3.0,Lightning,31.8073,-109.0538,AZ,Jul,0,2007
44372,1.0,Utilities,48.2692,-105.4028,MT,Jul,0,2014
44377,0.8,Lightning,28.8964,-81.5472,FL,Aug,0,2012
44392,23.0,Arson,34.107285,-85.70996600000001,AL,Sep,0,2008
44393,4.75,Arson,34.0188,-85.3746,GA,Jul,0,2000
44396,22.0,Debris Burning,34.423542,-87.170692,AL,Mar,0,2004
44398,1.0,Lightning,43.51724,-103.53413,SD,Sep,0,1996
44401,33.0,Lightning,31.06143846,-82.06700321,GA,Jun,0,2011
44404,0.59,Arson,32.1842,-83.7529,GA,Mar,0,1994
44412,0.9,Debris Burning,45.25350471,-87.58285708,MI,May,0,1996
44420,0.88,Accidental,41.42086511,-73.95436401,NY,Mar,0,2006
44425,2.25,Debris Burning,33.76899596,-83.38533952,GA,Mar,0,2011
44428,8.0,Lightning,48.05333333,-120.3833333,WA,Sep,4,1996
44429,3.0,Utilities,37.43805556,-107.8105556,CO,Jun,1,1994
44431,0.9,Utilities,36.5417,-96.1625,OK,Dec,1,2015
44434,1.0,Utilities,35.53207648,-114.2821813,AZ,Aug,0,1994
44439,4.68,Debris Burning,31.44038309,-82.5879177,GA,Feb,0,2012
44440,2.0,Arson,34.79935335,-89.27410875,MS,Mar,0,1997
44446,8.5,Lightning,48.3439,-119.1278,WA,Jun,2,2009
44452,10.0,Accidental,37.3164,-120.7464,CA,Jul,1,2005
44453,12.0,Arson,32.90191317,-89.65025369,MS,Sep,0,1999
44460,1.0,Accidental,44.80222222,-93.28916667,MN,Jul,0,2004
44466,6.0,Arson,32.907806,-85.930227,AL,Jul,0,2008
44473,108.8,Arson,31.4636,-81.4152,GA,Mar,0,1996
44478,3.0,Debris Burning,38.75,-82.65833333,OH,Apr,0,1998
44481,5.0,Utilities,33.56666667,-116.7266667,CA,Aug,0,1992
44484,2.0,Accidental,39.6458475,-79.86924356,WV,Apr,0,2003
44485,12.0,Arson,34.254449,-88.134231,AL,Oct,0,2008
44494,6.0,Debris Burning,32.22763,-88.34064599999999,AL,Mar,0,2003
44496,40.0,Debris Burning,34.91896667,-95.65715001,OK,Aug,0,2010
44497,1.4,Utilities,43.51934,-90.66344,WI,Jul,0,2012
44500,15.0,Lightning,48.1508,-118.8814,WA,Jun,3,2007
44504,0.75,Accidental,44.21722222,-115.3813889,ID,Sep,1,2005
44517,1.0,Accidental,47.0992,-95.8369,MN,Apr,1,2014
44518,0.9,Debris Burning,32.78933333,-82.69419444,GA,Oct,0,2014
44526,1.0,Accidental,35.61445,-84.809383,TN,Jul,0,2014
44527,3.0,Accidental,33.25,-116.9509,CA,Aug,0,1992
44531,2.0,Utilities,39.42742626,-80.42319296,WV,Feb,0,1997
44539,2.38,Debris Burning,31.3274,-84.516,GA,May,0,2000
44542,4208.0,Utilities,31.55805556,-110.5133333,AZ,May,3,2009
44543,640.0,Lightning,34.49328333,-100.7783167,TX,Aug,0,2011
44545,1.0,Debris Burning,48.3028,-119.5192,WA,Apr,0,2008
44548,140.0,Lightning,38.3308,-108.583297,CO,Jun,8,2010
44549,3.0,Lightning,48.211000000000006,-118.9122,WA,Jun,0,2004
44551,5.0,Utilities,37.86,-97.04,KS,Mar,0,2015
44557,20.0,Debris Burning,48.0331,-105.8653,MT,Mar,0,1993
44569,1.25,Accidental,47.74821266,-92.01614207,MN,May,0,2015
44570,0.6,Debris Burning,35.52801666,-82.71281666,NC,Feb,0,2014
44577,1.0,Arson,47.6603,-101.3539,ND,Sep,0,2014
44584,982.0,Accidental,43.0263,-108.899,WY,Jul,3,1997
44589,1.1,Debris Burning,31.66368726,-83.00195733,GA,Mar,0,2012
44590,2.0,Utilities,43.2,-107.3673,WY,Sep,0,1996
44594,1892.0,Lightning,41.6175,-104.7314,WY,Mar,0,2015
44598,13.0,Arson,35.72138889,-96.50944444,OK,Feb,0,2012
44599,5.0,Arson,43.94767742,-84.09465972,MI,Apr,0,1992
44600,1.0,Debris Burning,40.98185,-79.72354,PA,Apr,0,2015
44607,0.68,Arson,34.5844,-85.2579,GA,Nov,0,2001
44609,6.0,Debris Burning,46.91666667,-119.25,WA,May,0,1996
44613,1.5,Arson,48.3044,-109.8866,MT,Jul,0,2008
44615,5.0,Arson,31.60755458,-89.70188353,MS,Sep,0,1995
44618,5.0,Accidental,36.975,-119.3233333,CA,Sep,0,1993
44621,3.0,Accidental,34.56861878,-89.49333377,MS,Feb,0,2014
44622,1.0,Debris Burning,43.0511,-102.4352,SD,Aug,0,2000
44627,2.0,Arson,31.52011252,-89.81499501,MS,Jul,0,1998
44632,1.0,Arson,48.0303,-94.935,MN,Apr,0,2010
44636,40.0,Arson,47.9194,-98.8321,ND,Apr,0,1997
44637,5304.0,Arson,28.45055556,-80.8389,FL,Apr,25,2006
44638,2688.0,Lightning,42.59313,-115.66329,ID,Aug,4,2012
44641,7.85,Utilities,32.6984,-83.5276,GA,Mar,0,1994
44650,7.0,Arson,33.17774525,-89.12940247,MS,Dec,0,1997
44665,3.0,Lightning,47.33638889,-121.1505556,WA,Aug,2,2014
44668,1.0,Debris Burning,33.78014444,-85.03365278,GA,Mar,0,2013
44669,2.0,Arson,31.37040905,-90.09891097,MS,Oct,0,1998
44672,148.0,Utilities,32.97966667,-94.15816667,TX,Aug,0,2011
44677,10.0,Arson,48.55597248,-96.50019073,MN,Apr,0,2011
44678,12.5,Debris Burning,36.43183333,-80.06816667,NC,Dec,0,2013
44679,45.0,Lightning,46.818000000000005,-113.2351,MT,Jul,2,2000
44680,6.0,Debris Burning,33.64302,-93.39872,AR,Feb,0,2014
44681,3.0,Accidental,37.621,-83.8,KY,Mar,0,2002
44682,1875.0,Lightning,39.9442,-119.8836,NV,Jul,3,2011
44683,2.2,Lightning,43.3718,-122.8306,OR,Jul,1,1994
44685,1.98,Debris Burning,32.2869,-83.0247,GA,Oct,0,1993
44697,1.0,Arson,33.0711,-91.97223,AR,Mar,0,2011
44698,190.0,Debris Burning,29.85884,-94.68501,TX,Jun,1,2010
44699,20.0,Lightning,41.1572,-108.5359,WY,Jul,1,2000
44701,1.0,Debris Burning,48.1234,-105.1778,MT,Jul,0,1995
44712,1.0,Arson,33.470416,-86.856739,AL,Nov,0,2005
44716,1.0,Debris Burning,35.19384,-94.19717,AR,Dec,0,2015
44718,1.0,Lightning,48.8472,-113.2444,MT,Aug,0,2014
44724,120.0,Lightning,35.928059999999995,-104.996,NM,Jul,0,2011
44725,1.0,Debris Burning,44.0756,-99.4436,SD,Mar,0,2008
44726,8.0,Arson,37.0675,-83.86722222,KY,Oct,6,2000
44733,10.2,Utilities,36.7408,-96.3919,OK,Nov,0,2008
44736,1.0,Debris Burning,42.57747,-72.131822,MA,Jul,0,2015
44744,4.0,Accidental,36.18356,-94.11118,AR,Jul,0,2011
44745,2.0,Lightning,35.1775,-107.5492,NM,Jun,2,2013
44753,12.0,Arson,36.96472222,-91.34722222,MO,Mar,0,2001
44755,2.0,Debris Burning,34.24897176,-88.64348048,MS,May,0,1992
44757,5.5,Arson,33.670055,-79.97892,SC,Feb,0,2014
44765,314.0,Accidental,42.2519,-115.54306,ID,Sep,2,2000
44768,85.0,Arson,37.44835263,-81.71582713,WV,Feb,1,2002
44770,7.0,Debris Burning,30.4441317,-88.64235357,MS,Mar,1,2014
44772,5834.0,Lightning,42.5566,-115.5242,ID,Aug,2,1996
44778,15850.0,Lightning,34.84949,-108.09006,NM,Jun,12,2002
44779,54.0,Arson,26.11777778,-97.85111111,TX,May,0,2005
44782,33.0,Arson,33.83805556,-85.53138889,AL,Jan,0,2005
44785,1.15,Debris Burning,32.6985,-83.9746,GA,Mar,0,1994
44806,1.0,Arson,33.163195,-110.134189,AZ,May,0,2007
44810,2.4,Debris Burning,39.574715000000005,-78.914407,MD,Apr,0,2015
44815,4.0,Arson,33.83824,-87.032989,AL,Nov,0,2008
44817,25.0,Debris Burning,33.38986418,-88.8297731,MS,Aug,0,1999
44820,2.0,Accidental,41.1293,-74.066,NY,Oct,0,2015
44821,2.9,Debris Burning,45.6222,-107.4423,MT,Sep,0,1993
44823,0.6,Debris Burning,41.48383056,-71.59168611,RI,Mar,0,2011
44824,25.0,Arson,35.774066999999995,-85.3127,TN,Nov,0,2012
44829,3.4,Utilities,43.85183,-108.18975,WY,Oct,1,2010
44834,15.0,Accidental,38.19586,-82.62698,KY,Mar,1,2010
44837,1.8,Arson,31.43638889,-90.74222222,MS,Dec,0,2006
44846,2.03,Debris Burning,42.32368997,-75.16045406,NY,Apr,0,2011
44850,1.0,Lightning,32.26939283,-94.4359304,TX,Aug,0,2011
44852,7.0,Debris Burning,36.62201,-85.3896,KY,Nov,0,2010
44853,2.5,Debris Burning,30.1414,-82.7456,FL,Nov,0,2010
44854,0.6,Accidental,34.7215,-85.0932,GA,Mar,0,1996
44856,82.0,Lightning,39.8944,-119.8561,NV,Jul,2,2007
44859,1.5,Arson,28.6041,-82.53200000000001,FL,May,0,2011
44861,33665.0,Lightning,41.1166,-117.7843,NV,Aug,5,1996
44865,1.5,Arson,35.72631667,-82.4631,NC,Apr,0,2013
44867,10.0,Arson,35.0694,-98.3136,OK,Feb,0,2006
44872,0.91,Debris Burning,32.33430556,-83.99080556,GA,Apr,0,2013
44876,0.63,Debris Burning,34.8073,-85.219,GA,Feb,0,2000
44880,6.0,Lightning,28.9072,-81.4384,FL,Jul,0,2015
44881,1.0,Lightning,42.03888889,-111.5922222,ID,Oct,1,2004
44894,8.43,Arson,34.1216,-85.0457,GA,Mar,0,1996
44907,6.6,Debris Burning,32.69682394,-82.61473501,GA,Mar,0,2011
44910,0.63,Debris Burning,32.57304599,-84.36846474,GA,Apr,0,2011
44912,93.0,Utilities,33.33637427,-88.62683671,MS,Mar,0,2013
44918,35.0,Debris Burning,33.29095804,-90.07570672,MS,Feb,0,1993
44921,20.0,Arson,31.31997716,-88.66527014,MS,Mar,0,1992
44927,0.8,Debris Burning,34.90388889,-93.89861111,AR,Apr,0,2000
44929,2.0,Debris Burning,35.333,-96.6086,OK,Nov,0,2010
44938,2.0,Accidental,43.1897,-100.8951,SD,Mar,0,2003
44941,15.0,Debris Burning,32.6745278,-86.24709920000001,AL,Feb,0,2011
44945,2.0,Debris Burning,41.15749741,-101.1269379,NE,Jan,0,2005
44951,153.0,Arson,31.25670963,-89.48244051,MS,Mar,0,1992
44952,1.0,Lightning,45.6031,-104.0991,MT,May,0,1998
